ripper,plough,basins,depth,soil_type
78.37891955,88.06236857,81.00664832,600 mm,Clay
73.1899419,86.22064095,76.66633133,600 mm,Clay
93.90613921,100.5616267,97.65015306,600 mm,Clay
93.7622808,104.0679069,85.36390001,600 mm,Clay
86.54740781,90.31438519,86.83748012,600 mm,Clay
86.74949511,89.44462973,88.82676253,600 mm,Clay
88.82758792,90.39516079,88.21168504,600 mm,Clay
77.17768614,83.7617019,75.56180488,600 mm,Clay
71.62283703,77.07614305,72.06755419,600 mm,Clay
83.11939562,77.17356334,75.68578231,600 mm,Clay
78.72703935,73.49497688,73.63440181,600 mm,Clay
57.85416667,63.1875,66.41666667,600 mm,Clay
60.75,55.52083333,59.20833333,600 mm,Clay
72.77083333,72.16666667,62.45833333,600 mm,Clay
76.4941941,83.37410717,68.84460386,600 mm,Clay
77.09000127,77.70302704,74.88968039,600 mm,Clay
78.20905823,74.08347121,73.20303703,600 mm,Clay
97.43889173,96.46208465,96.15216273,600 mm,Clay
95.08625038,99.13527151,86.78740912,600 mm,Clay
91.21296344,88.72259076,89.45205362,600 mm,Clay
90.518553,86.03363192,90.94466502,600 mm,Clay
134.6419362,130.0875924,135.1371077,900 mm,Clay
131.8785213,130.2373715,138.8303678,900 mm,Clay
130.089069,128.6332324,128.0654604,900 mm,Clay
126.7123116,127.848601,130.8800013,900 mm,Clay
120.1690992,122.0930413,128.538042,900 mm,Clay
98.10416667,112.0833333,99.70833333,900 mm,Clay
96.60416667,114.1458333,106.4166667,900 mm,Clay
122.25,130.125,120.7708333,900 mm,Clay
134.2877768,136.1912986,133.8499513,900 mm,Clay
127.9207506,128.2445545,120.1822034,900 mm,Clay
123.9358092,123.9388889,123.4386893,900 mm,Clay
146.2841396,141.4777372,143.4402121,900 mm,Clay
153.9423423,154.8402836,153.4706989,900 mm,Clay
136.4856886,138.1936911,139.5572089,900 mm,Clay
138.291269,137.0498362,140.6054824,900 mm,Clay
145.0252458,134.4247381,139.0251219,900 mm,Clay
135.9127148,127.7988686,126.7232258,900 mm,Clay
133.396671,120.5832843,129.9496891,900 mm,Clay
133.0523585,113.3910958,120.4344595,900 mm,Clay
127.8995346,120.2937657,118.0665855,900 mm,Clay
105.0416667,111.75,108.4375,900 mm,Clay
97.625,99.8125,107.1666667,900 mm,Clay
122.9583333,118.375,112.4375,900 mm,Clay
130.0391472,130.184737,127.0364341,900 mm,Clay
122.9596273,122.9364416,128.2716623,900 mm,Clay
126.9387888,115.7634905,120.1421547,900 mm,Clay
150.9633667,151.6485391,146.1447732,900 mm,Clay
155.4001066,146.2199024,144.1610842,900 mm,Clay
145.3105086,136.7152632,137.0187488,900 mm,Clay
139.3550886,134.7943387,133.0329564,900 mm,Clay
147.9450755,147.9352254,142.1161093,900 mm,Clay
140.2382894,138.5687924,127.5753448,900 mm,Clay
139.4358996,139.8176297,132.8691029,900 mm,Clay
135.0306128,136.1933537,133.5591115,900 mm,Clay
133.4164507,138.2188855,130.1491644,900 mm,Clay
99.97916667,111.1875,87.125,900 mm,Clay
96.97916667,109.7291667,99.0625,900 mm,Clay
119.7916667,132.9583333,116.1458333,900 mm,Clay
139.99116,149.779696,137.2285797,900 mm,Clay
133.5470302,143.3351043,134.1020486,900 mm,Clay
127.2718232,141.695643,128.5468622,900 mm,Clay
149.662038,160.0380958,153.8849729,900 mm,Clay
150.4160783,163.7584595,137.9836362,900 mm,Clay
141.3835073,147.1635338,139.5274291,900 mm,Clay
141.2645283,143.6030084,142.6557947,900 mm,Clay
139.6410805,146.231896,139.3151901,900 mm,Clay
128.3387727,133.9579643,125.3068191,900 mm,Clay
124.1245102,127.0239497,120.4196316,900 mm,Clay
134.4290923,127.2710451,124.6689691,900 mm,Clay
128.4019023,126.5809672,123.484949,900 mm,Clay
102.6041667,105.5208333,113.4166667,900 mm,Clay
104.625,98.89583333,103.375,900 mm,Clay
118.125,119.5625,109.0416667,900 mm,Clay
128.2735329,134.6484546,119.8475499,900 mm,Clay
128.7736877,129.1649975,124.873127,900 mm,Clay
127.3336458,125.4273338,123.9349718,900 mm,Clay
152.1703433,152.7491603,149.2057002,900 mm,Clay
149.9120994,154.9112637,143.3418387,900 mm,Clay
143.3895251,139.8625502,139.6104207,900 mm,Clay
143.5220207,137.6071805,145.1323847,900 mm,Clay
